step,layer,mean,std,norm,max,min
0,features.12.depthwise.real_weights,6.155776645755395e-05,0.009710702113807201,0.329455703496933,0.04921538010239601,-0.03997201845049858
0,features.12.pointwise.real_weights,3.694138513310463e-06,0.00031910534016788006,0.057767026126384735,0.006876862607896328,-0.007704077288508415
0,features.13.weight,6.357020902214572e-05,0.006100599188357592,0.09742406755685806,0.03902217745780945,-0.029235947877168655
0,features.13.bias,3.8284451875369996e-05,0.001854678033851087,0.029623165726661682,0.014698785729706287,-0.00974261574447155
0,features.15.depthwise.real_weights,5.575513932853937e-05,0.009674099273979664,0.4642636477947235,0.05858360603451729,-0.04541150853037834
0,features.15.pointwise.real_weights,1.2910747955174884e-06,0.0002772563020698726,0.0709775760769844,0.004623696208000183,-0.004168264102190733
0,features.16.weight,0.0024827595334500074,0.011818023398518562,0.19285424053668976,0.07059010118246078,-0.06561340391635895
0,features.16.bias,-0.00023028580471873283,0.026619618758559227,0.42509719729423523,0.056645818054676056,-0.1488223522901535
0,classifier.weight,-643452480.0,49027768320.0,2480360128512.0,429093289984.0,-429450625024.0
50,features.12.depthwise.real_weights,-2.373551978962496e-05,0.01595119759440422,0.541167140007019,0.07052089273929596,-0.07606176286935806
50,features.12.pointwise.real_weights,1.1585568699956639e-06,0.00045021879486739635,0.08149699866771698,0.020180270075798035,-0.014418981969356537
50,features.13.weight,-0.0006509256782010198,0.008515504188835621,0.13637995719909668,0.04352210462093353,-0.05383479595184326
50,features.13.bias,0.0002487821038812399,0.0024070916697382927,0.0386437252163887,0.022870449349284172,-0.0108358608558774
50,features.15.depthwise.real_weights,0.0013403695775195956,0.013733652420341969,0.6622050404548645,0.07935365289449692,-0.0790163204073906
50,features.15.pointwise.real_weights,1.9120227534585865e-07,0.00037197722122073174,0.09522514790296555,0.006254514679312706,-0.005375764332711697
50,features.16.weight,-0.0004881469067186117,0.014931251294910908,0.23856085538864136,0.06245482712984085,-0.08440688252449036
50,features.16.bias,0.0018404745496809483,0.0446571446955204,0.7137250900268555,0.24622617661952972,-0.17268921434879303
50,classifier.weight,-0.00024068646598607302,0.09370197355747223,4.740076541900635,0.6278025507926941,-0.7688391208648682
100,features.12.depthwise.real_weights,0.00038548733573406935,0.013003358617424965,0.4413509964942932,0.04792418330907822,-0.04223017022013664
100,features.12.pointwise.real_weights,-3.3239987260458292e-06,0.0004403447965160012,0.07971170544624329,0.00945421401411295,-0.009607597254216671
100,features.13.weight,-0.0007276670075953007,0.007608912419527769,0.12206112593412399,0.05123256891965866,-0.03586088865995407
100,features.13.bias,-0.0001644473522901535,0.003145248396322131,0.05029446259140968,0.015180891379714012,-0.03149613365530968
100,features.15.depthwise.real_weights,-0.0006792073254473507,0.012891791760921478,0.6195300817489624,0.0713658481836319,-0.09669791162014008
100,features.15.pointwise.real_weights,-2.4554668698328896e-07,0.00034556537866592407,0.08846375346183777,0.010515490546822548,-0.008299148641526699
100,features.16.weight,0.0010217514354735613,0.011735646054148674,0.1881149560213089,0.05590689554810524,-0.0373196080327034
100,features.16.bias,-0.00028676429064944386,0.027139509096741676,0.4334074556827545,0.09148772060871124,-0.11955788731575012
100,classifier.weight,2.7970661903964356e-05,0.07238907366991043,3.661914110183716,0.2957957684993744,-0.27926748991012573
150,features.12.depthwise.real_weights,-0.00026307645021006465,0.0099857859313488,0.33889931440353394,0.055663809180259705,-0.0500824935734272
150,features.12.pointwise.real_weights,-1.8198949192083091e-06,0.00031656341161578894,0.057303931564092636,0.0077865878120064735,-0.010110773146152496
150,features.13.weight,-0.0004033817967865616,0.005051327869296074,0.08092103153467178,0.029905138537287712,-0.021285738795995712
150,features.13.bias,0.00034189672442153096,0.002398497425019741,0.038689613342285156,0.02002040110528469,-0.012170741334557533
150,features.15.depthwise.real_weights,0.000542742433026433,0.007948024198412895,0.3823109567165375,0.0386175736784935,-0.04564649239182472
150,features.15.pointwise.real_weights,5.253580184216844e-07,0.00023709992819931358,0.06069713458418846,0.004725596401840448,-0.004026398994028568
150,features.16.weight,-0.0008652489632368088,0.008668576367199421,0.13911661505699158,0.02866167202591896,-0.04397797957062721
150,features.16.bias,0.0007247822359204292,0.026166357100009918,0.4180041253566742,0.17460685968399048,-0.14088208973407745
150,classifier.weight,-5.5824784794822335e-05,0.05719047412276268,2.8930702209472656,0.2015998810529709,-0.21130597591400146
200,features.12.depthwise.real_weights,-0.00011217226710869,0.01014681626111269,0.344265878200531,0.043363023549318314,-0.05605471506714821
200,features.12.pointwise.real_weights,-1.19988908409141e-06,0.00029984896536916494,0.054277852177619934,0.0054696472361683846,-0.009988523088395596
200,features.13.weight,-0.0003443799214437604,0.0045160772278904915,0.0723261684179306,0.021539606153964996,-0.01811339147388935
200,features.13.bias,0.00012717516801785678,0.0019067914690822363,0.030516929924488068,0.01765296794474125,-0.009784719906747341
200,features.15.depthwise.real_weights,-0.0008075314108282328,0.00814580637961626,0.39283084869384766,0.03143645450472832,-0.05952758342027664
200,features.15.pointwise.real_weights,7.645754749319167e-07,0.00020188330381643027,0.051681965589523315,0.002608159789815545,-0.002821285743266344
200,features.16.weight,-7.256936805788428e-05,0.006437735166400671,0.10280894488096237,0.02893342636525631,-0.03180187940597534
200,features.16.bias,-0.00029062217799946666,0.014982919208705425,0.23930321633815765,0.08160597085952759,-0.07484494894742966
200,classifier.weight,6.028647476341575e-06,0.04687732830643654,2.3713629245758057,0.15113504230976105,-0.1416260451078415
