step,cw_mean,cw_std,cw_norm,tw_mean,tw_std,tw_norm,weight_diff,weight_cosine
0,7.940913928905502e-05,0.013361629098653793,0.6759307384490967,0.0002516714739613235,0.01571817509829998,0.7952303886413574,0.4189377725124359,0.8499810695648193
50,5.465709182317369e-05,0.014617392793297768,0.7394487857818604,0.00022691945196129382,0.016798947006464005,0.8498786091804504,0.4189377725124359,0.8700640201568604
100,7.813384581822902e-05,0.019751613959670067,0.9991739392280579,0.00025039620231837034,0.02141622267663479,1.083446979522705,0.4189377725124359,0.922217845916748
150,8.838509529596195e-05,0.023964842781424522,1.212307095527649,0.0002606474736239761,0.025354260578751564,1.2826526165008545,0.4189377725124359,0.9451563358306885
200,8.703670755494386e-05,0.026710601523518562,1.3512046337127686,0.0002592991222627461,0.02796393260359764,1.414660096168518,0.4189377725124359,0.9551444053649902
