step,cw_mean,cw_std,cw_norm,tw_mean,tw_std,tw_norm,weight_diff,weight_cosine
0,-2.0432733435882255e-05,0.048246435821056366,2.4406213760375977,4.231078128213994e-05,0.04844330623745918,2.4505810737609863,0.22071458399295807,0.9959357976913452
50,-5.6103897804860026e-05,0.054205700755119324,2.7420814037323,6.639596449531382e-06,0.05438104271888733,2.7509496212005615,0.22071458399295807,0.9967763423919678
100,-3.131238918285817e-05,0.05551447346806526,2.808286666870117,3.143113281112164e-05,0.05568566545844078,2.8169467449188232,0.22071458399295807,0.9969256520271301
150,-1.8580427422421053e-05,0.055817168205976486,2.823598623275757,4.416309457155876e-05,0.05598742142319679,2.832211971282959,0.22071458399295807,0.99695885181427
200,-1.2398639228194952e-05,0.055872250348329544,2.8263847827911377,5.034488276578486e-05,0.05604232847690582,2.834989547729492,0.22071458399295807,0.9969648122787476
