step,cw_mean,cw_std,cw_norm,tw_mean,tw_std,tw_norm,weight_diff,weight_cosine
0,8.655503916088492e-05,0.040670912712812424,2.057406187057495,0.00018925702897831798,0.04126949980854988,2.0877037048339844,0.3543841540813446,0.9854875802993774
50,8.533131040167063e-05,0.04069308564066887,2.0585274696350098,0.00018803328566718847,0.04129135608673096,2.08880877494812,0.3543841540813446,0.9855032563209534
100,8.507696475135162e-05,0.04068201035261154,2.0579674243927,0.0001877789618447423,0.04128044471144676,2.0882568359375,0.3543841540813446,0.9854954481124878
150,8.536675159120932e-05,0.04069621488451958,2.0586862564086914,0.0001880687486846,0.041294440627098083,2.0889651775360107,0.3543841540813446,0.9855051040649414
200,8.722789061721414e-05,0.04068673774600029,2.058206796646118,0.0001899298804346472,0.04128509759902954,2.0884928703308105,0.3543841540813446,0.9854985475540161
