step,layer,mean,std,norm,max,min
0,features.12.depthwise.real_weights,-0.0001010130436043255,0.011854601092636585,0.4021984040737152,0.06602463126182556,-0.046141259372234344
0,features.12.pointwise.real_weights,4.478739015212341e-07,0.00036406886647455394,0.06590229272842407,0.008777345530688763,-0.01007908396422863
0,features.13.weight,-0.00041584984865039587,0.006035314407199621,0.09660563617944717,0.03368784859776497,-0.04204807057976723
0,features.13.bias,-5.077882815385237e-05,0.0020465487614274025,0.0326908640563488,0.0111869340762496,-0.01491825096309185
0,features.15.depthwise.real_weights,0.00024122424656525254,0.010811819694936275,0.5189839005470276,0.0694507360458374,-0.051839932799339294
0,features.15.pointwise.real_weights,6.68975303597108e-07,0.00021475378889590502,0.05497664958238602,0.006318867206573486,-0.00410802336409688
0,features.16.weight,-0.00056787597713992,0.008594045415520668,0.13753636181354523,0.046820349991321564,-0.030068866908550262
0,features.16.bias,-0.0014128022594377398,0.028292929753661156,0.45236700773239136,0.08103185892105103,-0.0937226191163063
0,classifier.weight,0.00013808556832373142,0.05701443925499916,2.8841729164123535,0.3081100881099701,-0.3020758628845215
50,features.12.depthwise.real_weights,-0.00046247889986261725,0.013733086176216602,0.4661782681941986,0.0567503347992897,-0.06075342744588852
50,features.12.pointwise.real_weights,4.819945388589986e-06,0.000490858219563961,0.08885744214057922,0.01619884744286537,-0.009970536455512047
50,features.13.weight,-0.0007652594358660281,0.008344877511262894,0.1338183581829071,0.031586743891239166,-0.05862661823630333
50,features.13.bias,-6.168709660414606e-05,0.0024498833809047937,0.0391339510679245,0.017811665311455727,-0.015318436548113823
50,features.15.depthwise.real_weights,0.0003590810520108789,0.012802163138985634,0.6146122813224792,0.08101312816143036,-0.0690130740404129
50,features.15.pointwise.real_weights,-7.539700277447992e-07,0.0002613496617414057,0.06690510362386703,0.0048821186646819115,-0.005110619589686394
50,features.16.weight,9.12710529519245e-05,0.009087084792554379,0.14511646330356598,0.033324889838695526,-0.05152532830834389
50,features.16.bias,0.0001938521018018946,0.010033993981778622,0.16026006639003754,0.0318010114133358,-0.032373808324337006
50,classifier.weight,-2.8935590307810344e-05,0.05060047283768654,2.559703826904297,0.2615097165107727,-0.27586883306503296
100,features.12.depthwise.real_weights,0.0006274239858612418,0.013934834860265255,0.4732380211353302,0.0634937435388565,-0.051446881145238876
100,features.12.pointwise.real_weights,4.649841230275342e-06,0.0004975107731297612,0.09006129950284958,0.013893897645175457,-0.009405223652720451
100,features.13.weight,-0.0009574025170877576,0.010106137953698635,0.1621074676513672,0.03325484320521355,-0.08596211671829224
100,features.13.bias,0.00029462194652296603,0.002668481320142746,0.04287217557430267,0.019397644326090813,-0.010011812672019005
100,features.15.depthwise.real_weights,0.00019077066099271178,0.01543092355132103,0.7405800819396973,0.091765396296978,-0.12123294919729233
100,features.15.pointwise.real_weights,4.352858127276704e-07,0.00027565599884837866,0.0705673024058342,0.004167582839727402,-0.005152896046638489
100,features.16.weight,-0.0010732955997809768,0.012025711126625538,0.19280150532722473,0.07356297969818115,-0.05710458755493164
100,features.16.bias,0.0023371856659650803,0.06251098960638046,0.9989206194877625,0.21189241111278534,-0.18634073436260223
100,classifier.weight,-9.751763718668371e-05,0.08186990767717361,4.1415205001831055,0.675578236579895,-0.69376140832901
150,features.12.depthwise.real_weights,-0.0005895571084693074,0.017175793647766113,0.5830561518669128,0.06546476483345032,-0.09500938653945923
150,features.12.pointwise.real_weights,1.0594321793178096e-06,0.000511001271661371,0.09249953180551529,0.01119331642985344,-0.013997518457472324
150,features.13.weight,-0.0007951033767312765,0.007043016608804464,0.11318515986204147,0.022313108667731285,-0.039300501346588135
150,features.13.bias,-0.00015734041517134756,0.002815480576828122,0.04503004625439644,0.015126559883356094,-0.023609865456819534
150,features.15.depthwise.real_weights,0.00013396775466389954,0.012170448899269104,0.5840901732444763,0.05870277062058449,-0.061571694910526276
150,features.15.pointwise.real_weights,1.0312678568880074e-06,0.000251597142778337,0.06440874934196472,0.004640480037778616,-0.0044248816557228565
150,features.16.weight,0.0005485319998115301,0.008464583195745945,0.13545317947864532,0.029365619644522667,-0.031227434054017067
150,features.16.bias,0.0012751754838973284,0.0514611154794693,0.8220213651657104,0.16189377009868622,-0.1459343582391739
150,classifier.weight,-4.424279904924333e-05,0.07013590633869171,3.5479350090026855,0.39548131823539734,-0.2904275953769684
200,features.12.depthwise.real_weights,-0.00034774199593812227,0.013340665958821774,0.45275449752807617,0.05395996570587158,-0.06915468722581863
200,features.12.pointwise.real_weights,9.283323834097246e-07,0.0004786666831932962,0.08664648979902267,0.010381821542978287,-0.011752423830330372
200,features.13.weight,-0.0009942766046151519,0.008319581858813763,0.1338021606206894,0.06226853281259537,-0.052414797246456146
200,features.13.bias,1.0907722753472626e-05,0.003095614491030574,0.04943330958485603,0.019204717129468918,-0.02574433758854866
200,features.15.depthwise.real_weights,0.0006936641875654459,0.012282710522413254,0.5903816819190979,0.07474455237388611,-0.04812868684530258
200,features.15.pointwise.real_weights,2.834789256667136e-07,0.0002418201620457694,0.06190537288784981,0.00410280330106616,-0.006436954718083143
200,features.16.weight,-0.0007115823100320995,0.00836105179041624,0.13399983942508698,0.0270624328404665,-0.03414767608046532
200,features.16.bias,0.0005584136815741658,0.023978017270565033,0.38300246000289917,0.09396574646234512,-0.07677534967660904
200,classifier.weight,-8.101849380182102e-05,0.055259257555007935,2.7953789234161377,0.3030299246311188,-0.2885025143623352
