step,layer,mean,std,norm,max,min
0,features.12.depthwise.real_weights,0.00036510301288217306,0.014458312653005123,0.49067485332489014,0.05848535895347595,-0.039718665182590485
0,features.12.pointwise.real_weights,-4.976311629434349e-06,0.0004320059379097074,0.07820521295070648,0.0071162208914756775,-0.010427993722259998
0,features.13.weight,-0.00014660766464658082,0.005252804607152939,0.08391335606575012,0.02916916459798813,-0.03657587245106697
0,features.13.bias,-7.83024588599801e-05,0.0024621724151074886,0.03933769464492798,0.013220439665019512,-0.02080840803682804
0,features.15.depthwise.real_weights,0.0002778649504762143,0.009102175012230873,0.43701308965682983,0.04779782518744469,-0.04421478137373924
0,features.15.pointwise.real_weights,3.8296275306493044e-07,0.00024917389964684844,0.06378792971372604,0.009431206621229649,-0.0035899621434509754
0,features.16.weight,0.00011523047578521073,0.008434110321104527,0.13469456136226654,0.040662240236997604,-0.03432744741439819
0,features.16.bias,0.0009174927836284041,0.015648681670427322,0.2503202259540558,0.04761853441596031,-0.05473760887980461
0,classifier.weight,-5.2059836889384314e-05,0.04942458122968674,2.500221014022827,0.1924763321876526,-0.17850030958652496
50,features.12.depthwise.real_weights,0.00037359914858825505,0.01725638471543789,0.5855841636657715,0.09760739654302597,-0.06969423592090607
50,features.12.pointwise.real_weights,-6.683445008093258e-06,0.0005750588607043028,0.10410194098949432,0.013510135002434254,-0.021061250939965248
50,features.13.weight,-0.0006882150773890316,0.006166595034301281,0.09908637404441833,0.041752953082323074,-0.02669801376760006
50,features.13.bias,-0.0002004785928875208,0.0026585357263684273,0.04257442057132721,0.010542706586420536,-0.027638442814350128
50,features.15.depthwise.real_weights,-0.0005419861990958452,0.011299843899905682,0.5428984761238098,0.06267557293176651,-0.0865165963768959
50,features.15.pointwise.real_weights,3.215856168026221e-07,0.00027595579740591347,0.07064401358366013,0.007699005305767059,-0.007104083895683289
50,features.16.weight,-0.0013031690614297986,0.009474556893110275,0.15272653102874756,0.05456414446234703,-0.04195493459701538
50,features.16.bias,-0.0003636621404439211,0.01916763186454773,0.3061378002166748,0.06940662860870361,-0.08567769825458527
50,classifier.weight,0.00019007801893167198,0.05581465736031532,2.8234879970550537,0.2229238897562027,-0.24331533908843994
100,features.12.depthwise.real_weights,-0.0006720414385199547,0.014034056104719639,0.47667089104652405,0.05115392431616783,-0.053765494376420975
100,features.12.pointwise.real_weights,1.8918397017841926e-06,0.000423532968852669,0.07666702568531036,0.011585881002247334,-0.009251353330910206
100,features.13.weight,-0.00011837813508464023,0.005388084799051285,0.08606165647506714,0.030488111078739166,-0.025393705815076828
100,features.13.bias,9.540643077343702e-06,0.0025633659679442644,0.04093395918607712,0.01390339806675911,-0.021675681695342064
100,features.15.depthwise.real_weights,0.0005900157266296446,0.008826730772852898,0.424536794424057,0.04972898215055466,-0.04544626176357269
100,features.15.pointwise.real_weights,4.540857503343432e-07,0.00023710539971943945,0.060698434710502625,0.005093878600746393,-0.005272178910672665
100,features.16.weight,-0.0010276372777298093,0.0073340763337910175,0.11826436221599579,0.022912492975592613,-0.04166858643293381
100,features.16.bias,0.000951484136749059,0.017444493249058723,0.27898189425468445,0.07177027314901352,-0.05779821798205376
100,classifier.weight,-1.4204461876943242e-05,0.050984229892492294,2.5791172981262207,0.203452467918396,-0.23938535153865814
150,features.12.depthwise.real_weights,-0.0005351233994588256,0.012019587680697441,0.4081854820251465,0.04650441184639931,-0.04838988929986954
150,features.12.pointwise.real_weights,4.4690449385598185e-07,0.00036400899989530444,0.06589148193597794,0.0064145526848733425,-0.007198026403784752
150,features.13.weight,-0.00041389241232536733,0.0052207522094249725,0.08363133668899536,0.01788325235247612,-0.025287460535764694
150,features.13.bias,2.4631433916511014e-05,0.0022055767476558685,0.03522244095802307,0.01277825329452753,-0.014206339605152607
150,features.15.depthwise.real_weights,-0.0005746875540353358,0.008322865702211857,0.4003622233867645,0.04068252444267273,-0.046020783483982086
150,features.15.pointwise.real_weights,-1.7378502548126562e-07,0.0002457971859257668,0.06292341649532318,0.004419986624270678,-0.003920997958630323
150,features.16.weight,-0.0013359772274270654,0.00837546307593584,0.1354428082704544,0.025559354573488235,-0.05305622145533562
150,features.16.bias,-0.0006647433619946241,0.015563765540719032,0.2487608790397644,0.05809277296066284,-0.07754397392272949
150,classifier.weight,7.329687650781125e-05,0.04985777288675308,2.5221362113952637,0.25245463848114014,-0.2099665105342865
200,features.12.depthwise.real_weights,-0.0001039660710375756,0.014937803149223328,0.5067980289459229,0.058894284069538116,-0.06186404824256897
200,features.12.pointwise.real_weights,-1.7342540559184272e-06,0.0005363872624002397,0.09709515422582626,0.012586991302669048,-0.012671500444412231
200,features.13.weight,-0.0005224515916779637,0.006258954759687185,0.10029645264148712,0.03558969125151634,-0.04395218938589096
200,features.13.bias,-0.00024326199491042644,0.0036222864873707294,0.05797408148646355,0.01923418417572975,-0.027889059856534004
200,features.15.depthwise.real_weights,-0.0004006075323559344,0.011410767212510109,0.5479353666305542,0.05029655992984772,-0.08316623419523239
200,features.15.pointwise.real_weights,2.5767215561245393e-07,0.0002642787294462323,0.06765471398830414,0.005200807936489582,-0.005079129710793495
200,features.16.weight,-0.0005430071032606065,0.009901308454573154,0.15834973752498627,0.05660015717148781,-0.06268281489610672
200,features.16.bias,0.0003318125964142382,0.01137869618833065,0.18178075551986694,0.032282888889312744,-0.027148786932229996
200,classifier.weight,-7.760588050587103e-05,0.049945227801799774,2.5265603065490723,0.19285932183265686,-0.18439406156539917
