seed,stage,epoch,metric_type,value
42,Backbone,0,training_loss,0.5845438473010331
42,Backbone,0,training_accuracy,83.14481626912031
42,Backbone,0,validation_loss,0.37963317944244906
42,Backbone,0,validation_accuracy,93.9329050678087
42,Backbone,1,training_loss,0.44311358202039525
42,Backbone,1,training_accuracy,89.44499794877805
42,Backbone,1,validation_loss,0.30251436545090243
42,Backbone,1,validation_accuracy,98.78658101356174
42,Backbone,2,training_loss,0.40959442515721484
42,Backbone,2,training_accuracy,91.35556467209751
42,Backbone,2,validation_loss,0.42241046916354785
42,Backbone,2,validation_accuracy,93.2905067808708
42,Backbone,3,training_loss,0.392803114061052
42,Backbone,3,training_accuracy,92.01781632772666
42,Backbone,3,validation_loss,0.287054430693388
42,Backbone,3,validation_accuracy,98.71520342612419
42,Backbone,4,training_loss,0.3840446536907096
42,Backbone,4,training_accuracy,92.86174764109477
42,Backbone,4,validation_loss,0.3764007152481513
42,Backbone,4,validation_accuracy,94.36117059243398
42,Backbone,5,training_loss,0.3747109317321902
42,Backbone,5,training_accuracy,93.16063998124596
42,Backbone,5,validation_loss,0.24501929533752528
42,Backbone,5,validation_accuracy,99.57173447537473
42,Backbone,6,training_loss,0.365162256226111
42,Backbone,6,training_accuracy,93.38334407782922
42,Backbone,6,validation_loss,0.2759781994602897
42,Backbone,6,validation_accuracy,98.85795860099928
42,Backbone,7,training_loss,0.35858617887626426
42,Backbone,7,training_accuracy,93.73498212506593
42,Backbone,7,validation_loss,0.32170015979896893
42,Backbone,7,validation_accuracy,97.2876516773733
42,Backbone,8,training_loss,0.361091057236275
42,Backbone,8,training_accuracy,93.67637578385981
42,Backbone,8,validation_loss,0.3151943094351075
42,Backbone,8,validation_accuracy,97.93004996431121
42,Backbone,9,training_loss,0.3528657346573215
42,Backbone,9,training_accuracy,94.05145636757898
42,Backbone,9,validation_loss,0.39731592109257524
42,Backbone,9,validation_accuracy,88.15132048536759
42,Backbone,10,training_loss,0.35164636147491046
42,Backbone,10,training_accuracy,94.25071792767977
42,Backbone,10,validation_loss,0.28662037307565863
42,Backbone,10,validation_accuracy,98.71520342612419
