seed,task_name,task_idx,epoch,metric_type,value
43,Task 1: Sniffing,0,0,training_loss,1.8362399879704339
43,Task 1: Sniffing,0,0,training_accuracy,86.60049627791564
43,Task 1: Sniffing,0,1,training_loss,1.2433886392869369
43,Task 1: Sniffing,0,1,training_accuracy,97.76674937965261
43,Task 1: Sniffing,0,2,training_loss,1.1278670007275144
43,Task 1: Sniffing,0,2,training_accuracy,97.70471464019852
43,Task 1: Sniffing,0,3,training_loss,1.0555689498486354
43,Task 1: Sniffing,0,3,training_accuracy,97.76674937965261
43,Task 1: Sniffing,0,4,training_loss,0.9969283905592066
43,Task 1: Sniffing,0,4,training_accuracy,97.70471464019852
43,Task 1: Sniffing,0,5,training_loss,0.9857051669936003
43,Task 1: Sniffing,0,5,training_accuracy,97.8287841191067
43,Task 1: Sniffing,0,6,training_loss,0.9894548261124484
43,Task 1: Sniffing,0,6,training_accuracy,98.07692307692308
43,Task 1: Sniffing,0,7,training_loss,0.9649673248075005
43,Task 1: Sniffing,0,7,training_accuracy,97.95285359801488
43,Task 1: Sniffing,0,8,training_loss,0.9635376345537252
43,Task 1: Sniffing,0,8,training_accuracy,97.95285359801488
43,Task 1: Sniffing,0,9,training_loss,0.9487636717563268
43,Task 1: Sniffing,0,9,training_accuracy,98.13895781637717
43,Task 2: Trotting,1,0,training_loss,0.5580965775816309
43,Task 2: Trotting,1,0,training_accuracy,96.47368421052632
43,Task 2: Trotting,1,1,training_loss,0.3756831517447963
43,Task 2: Trotting,1,1,training_accuracy,98.52631578947368
43,Task 2: Trotting,1,2,training_loss,0.34028594703670884
43,Task 2: Trotting,1,2,training_accuracy,98.57894736842105
43,Task 2: Trotting,1,3,training_loss,0.3120464855552602
43,Task 2: Trotting,1,3,training_accuracy,98.52631578947368
43,Task 2: Trotting,1,4,training_loss,0.3004656784220501
43,Task 2: Trotting,1,4,training_accuracy,98.52631578947368
43,Task 2: Trotting,1,5,training_loss,0.28407420509635767
43,Task 2: Trotting,1,5,training_accuracy,98.57894736842105
43,Task 2: Trotting,1,6,training_loss,0.289512963086431
43,Task 2: Trotting,1,6,training_accuracy,98.57894736842105
43,Task 2: Trotting,1,7,training_loss,0.2888206395797897
43,Task 2: Trotting,1,7,training_accuracy,98.73684210526316
43,Task 2: Trotting,1,8,training_loss,0.2828830265632438
43,Task 2: Trotting,1,8,training_accuracy,98.73684210526316
43,Task 2: Trotting,1,9,training_loss,0.2769989274795731
43,Task 2: Trotting,1,9,training_accuracy,98.84210526315789
43,Task 3: Galloping,2,0,training_loss,0.5655698169345161
43,Task 3: Galloping,2,0,training_accuracy,94.47004608294931
43,Task 3: Galloping,2,1,training_loss,0.28955015888486746
43,Task 3: Galloping,2,1,training_accuracy,97.74705581157194
43,Task 3: Galloping,2,2,training_loss,0.21963065992420275
43,Task 3: Galloping,2,2,training_accuracy,98.46390168970814
43,Task 3: Galloping,2,3,training_loss,0.19343477920047306
43,Task 3: Galloping,2,3,training_accuracy,98.66871479774706
43,Task 3: Galloping,2,4,training_loss,0.1787722304348223
43,Task 3: Galloping,2,4,training_accuracy,98.97593445980543
43,Task 3: Galloping,2,5,training_loss,0.1644778473536566
43,Task 3: Galloping,2,5,training_accuracy,99.23195084485407
43,Task 3: Galloping,2,6,training_loss,0.15745924550631496
43,Task 3: Galloping,2,6,training_accuracy,99.2831541218638
43,Task 3: Galloping,2,7,training_loss,0.16159472117672355
43,Task 3: Galloping,2,7,training_accuracy,99.2831541218638
43,Task 3: Galloping,2,8,training_loss,0.15610914465616502
43,Task 3: Galloping,2,8,training_accuracy,99.2831541218638
43,Task 3: Galloping,2,9,training_loss,0.15501630326021984
43,Task 3: Galloping,2,9,training_accuracy,99.2831541218638
