timestamp,total_parameters,trainable_parameters,model_size_mb,process_memory_mb,model_memory_mb,flops,latency_ms,conv_layers,linear_layers,brn_layers,binary_layers,sram_estimate_kb,flash_estimate_kb,binary_operations,binary_parameters,brn_parameters,binary_ratio,task_id,epoch,step,phase
1754995235.284576,10635,10635,0.041622161865234375,1037.359375,0.08045578002929688,9.728K,0.02635955810546875,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,0,training
1754995235.3414311,10635,10635,0.041622161865234375,1038.25,0.08045578002929688,9.728K,0.026335716247558594,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,100,training
1754995235.391027,10635,10635,0.041622161865234375,1038.296875,0.08045578002929688,9.728K,0.025641918182373047,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,200,training
1754995235.439845,10635,10635,0.041622161865234375,1038.375,0.08045578002929688,9.728K,0.025391578674316406,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,300,training
1754995235.4889421,10635,10635,0.041622161865234375,1038.40625,0.08045578002929688,9.728K,0.025327205657958984,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,400,training
1754995235.538024,10635,10635,0.041622161865234375,1038.40625,0.08045578002929688,9.728K,0.02559661865234375,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,500,training
1754995235.587636,10635,10635,0.041622161865234375,1038.46875,0.08045578002929688,9.728K,0.025479793548583984,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,600,training
1754995235.63661,10635,10635,0.041622161865234375,1038.46875,0.08045578002929688,9.728K,0.02573251724243164,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,700,training
1754995235.68551,10635,10635,0.041622161865234375,1038.484375,0.08045578002929688,9.728K,0.02608776092529297,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,800,training
1754995235.7381382,10635,10635,0.041622161865234375,1038.515625,0.08045578002929688,9.728K,0.02577066421508789,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,900,training
1754995235.787777,10635,10635,0.041622161865234375,1038.515625,0.08045578002929688,9.728K,0.025510787963867188,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1000,training
1754995235.837282,10635,10635,0.041622161865234375,1038.546875,0.08045578002929688,9.728K,0.026044845581054688,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1100,training
1754995235.886855,10635,10635,0.041622161865234375,1038.546875,0.08045578002929688,9.728K,0.02559661865234375,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1200,training
1754995235.935209,10635,10635,0.041622161865234375,1038.546875,0.08045578002929688,9.728K,0.025837421417236328,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1300,training
1754995235.9835432,10635,10635,0.041622161865234375,1038.578125,0.08045578002929688,9.728K,0.025594234466552734,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1400,training
1754995236.03264,10635,10635,0.041622161865234375,1038.59375,0.08045578002929688,9.728K,0.026006698608398438,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1500,training
1754995236.081093,10635,10635,0.041622161865234375,1038.625,0.08045578002929688,9.728K,0.02912282943725586,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1600,training
1754995236.129643,10635,10635,0.041622161865234375,1038.65625,0.08045578002929688,9.728K,0.02796649932861328,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1700,training
1754995236.178005,10635,10635,0.041622161865234375,1038.65625,0.08045578002929688,9.728K,0.02547740936279297,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1800,training
1754995236.226897,10635,10635,0.041622161865234375,1038.671875,0.08045578002929688,9.728K,0.025730133056640625,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,1900,training
1754995236.280155,10635,10635,0.041622161865234375,1038.671875,0.08045578002929688,9.728K,0.028278827667236328,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2000,training
1754995236.330763,10635,10635,0.041622161865234375,1038.671875,0.08045578002929688,9.728K,0.033745765686035156,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2100,training
1754995236.3814049,10635,10635,0.041622161865234375,1038.703125,0.08045578002929688,9.728K,0.028939247131347656,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2200,training
1754995236.429982,10635,10635,0.041622161865234375,1038.703125,0.08045578002929688,9.728K,0.028471946716308594,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2300,training
1754995236.478664,10635,10635,0.041622161865234375,1038.703125,0.08045578002929688,9.728K,0.025475025177001953,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2400,training
1754995236.5275,10635,10635,0.041622161865234375,1038.71875,0.08045578002929688,9.728K,0.025584697723388672,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2500,training
1754995236.5767171,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.026047229766845703,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2600,training
1754995236.62765,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.025281906127929688,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2700,training
1754995236.6764941,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.02596139907836914,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2800,training
1754995236.725237,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.025832653045654297,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,2900,training
1754995236.774622,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.025556087493896484,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3000,training
1754995236.823508,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.025377273559570312,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3100,training
1754995236.8718731,10635,10635,0.041622161865234375,1038.828125,0.08045578002929688,9.728K,0.02536773681640625,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3200,training
1754995236.920616,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02568960189819336,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3300,training
1754995236.969023,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02559661865234375,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3400,training
1754995237.017859,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.025794506072998047,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3500,training
1754995237.0659342,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02578258514404297,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3600,training
1754995237.114253,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02897500991821289,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3700,training
1754995237.162792,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02697467803955078,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3800,training
1754995237.21133,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.02531290054321289,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,3900,training
1754995237.2600589,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.025429725646972656,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,4000,training
1754995237.308585,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.025761127471923828,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,4100,training
1754995237.357229,10635,10635,0.041622161865234375,1038.84375,0.08045578002929688,9.728K,0.025446414947509766,0,3,0,0,41.68359375,41.54296875,0,0,0,0.0,0,0,4200,training
